Commodity,Date,Unit,Minimum,Maximum,Average
Pointed Gourd(Terai),2023-06-15,KG,Rs 40.00,Rs 50.00,Rs 46.67
Pomegranate,2023-06-15,KG,Rs 380.00,Rs 400.00,Rs 390.00
Potato Red,2023-06-15,KG,Rs 40.00,Rs 45.00,Rs 42.50
Potato Red(Mude),2023-06-15,KG,Rs 38.00,Rs 40.00,Rs 39.33
Potato White,2023-06-15,KG,Rs 32.00,Rs 35.00,Rs 33.50
Pumpkin,2023-06-15,KG,Rs 30.00,Rs 35.00,Rs 33.33
Raddish Red,2023-06-15,KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Hybrid),2023-06-15,KG,Rs 15.00,Rs 20.00,Rs 17.67
Raddish White(Local),2023-06-15,KG,Rs 12.00,Rs 15.00,Rs 13.50
Red Cabbbage,2023-06-15,KG,Rs 60.00,Rs 70.00,Rs 66.67
Smooth Gourd,2023-06-15,KG,Rs 30.00,Rs 40.00,Rs 35.00
Snake Gourd,2023-06-15,KG,Rs 30.00,Rs 40.00,Rs 36.67
Soyabean Green,2023-06-15,KG,Rs 130.00,Rs 150.00,Rs 140.00
Spinach Leaf,2023-06-15,KG,Rs 100.00,Rs 110.00,Rs 106.67
Sponge Gourd,2023-06-15,KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Long),2023-06-15,KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),2023-06-15,KG,Rs 30.00,Rs 40.00,Rs 35.00
Sugarbeet,2023-06-15,KG,Rs 70.00,Rs 80.00,Rs 76.67
Sweet Orange,2023-06-15,KG,Rs 180.00,Rs 200.00,Rs 190.00
Sweet Potato,2023-06-15,KG,Rs 70.00,Rs 80.00,Rs 75.00
Sword Bean,2023-06-15,KG,Rs 130.00,Rs 140.00,Rs 136.67
Tamarind,2023-06-15,KG,Rs 130.00,Rs 140.00,Rs 136.67
Tofu,2023-06-15,KG,Rs 100.00,Rs 110.00,Rs 106.67
Tomato Big(Indian),2023-06-15,KG,Rs 40.00,Rs 50.00,Rs 46.67
Tomato Small(Local),2023-06-15,KG,Rs 5.00,Rs 8.00,Rs 6.60
Tomato Small(Tunnel),2023-06-15,KG,Rs 8.00,Rs 12.00,Rs 10.00
Turnip,2023-06-15,KG,Rs 70.00,Rs 80.00,Rs 76.67
Turnip A,2023-06-15,KG,Rs 70.00,Rs 80.00,Rs 76.67
Water Melon(Green),2023-06-15,KG,Rs 40.00,Rs 50.00,Rs 45.00
Apple(Fuji),2023-06-16,KG,Rs 280.00,Rs 300.00,Rs 293.33
Asparagus,2023-06-16,KG,Rs 250.00,Rs 300.00,Rs 275.00
Avocado,2023-06-16,KG,Rs 600.00,Rs 700.00,Rs 650.00
Bamboo Shoot,2023-06-16,KG,Rs 90.00,Rs 100.00,Rs 96.67
Banana,2023-06-16,Per Dozen,Rs 130.00,Rs 140.00,Rs 135.00
Bitter Gourd,2023-06-16,KG,Rs 30.00,Rs 40.00,Rs 32.50
Bottle Gourd,2023-06-16,KG,Rs 60.00,Rs 70.00,Rs 66.67
Brd Leaf Mustard,2023-06-16,KG,Rs 30.00,Rs 40.00,Rs 36.67
Brinjal Long,2023-06-16,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Round,2023-06-16,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brocauli,2023-06-16,KG,Rs 60.00,Rs 70.00,Rs 66.67
Cabbage(Local),2023-06-16,KG,Rs 10.00,Rs 15.00,Rs 12.50
Capsicum,2023-06-16,KG,Rs 40.00,Rs 45.00,Rs 43.00
Carrot(Local),2023-06-16,KG,Rs 100.00,Rs 110.00,Rs 106.67
Cauli Local,2023-06-16,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cauli Local(Jyapu),2023-06-16,KG,Rs 50.00,Rs 60.00,Rs 56.67
Celery,2023-06-16,KG,Rs 100.00,Rs 120.00,Rs 110.00
Chilli Dry,2023-06-16,KG,Rs 450.00,Rs 480.00,Rs 465.00
Chilli Green,2023-06-16,KG,Rs 50.00,Rs 60.00,Rs 55.00
Chilli Green(Akbare),2023-06-16,KG,Rs 150.00,Rs 200.00,Rs 175.00
Chilli Green(Bullet),2023-06-16,KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Green(Machhe),2023-06-16,KG,Rs 30.00,Rs 40.00,Rs 35.00
Christophine,2023-06-16,KG,Rs 40.00,Rs 50.00,Rs 45.00
Clive Dry,2023-06-16,KG,Rs 130.00,Rs 140.00,Rs 135.00
Coriander Green,2023-06-16,KG,Rs 180.00,Rs 220.00,Rs 200.00
Cow pea(Long),2023-06-16,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cowpea(Short),2023-06-16,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cress Leaf,2023-06-16,KG,Rs 100.00,Rs 110.00,Rs 105.00
Cucumber(Hybrid),2023-06-16,KG,Rs 25.00,Rs 30.00,Rs 27.50
Cucumber(Local),2023-06-16,KG,Rs 60.00,Rs 70.00,Rs 64.00
Drumstick,2023-06-16,KG,Rs 70.00,Rs 80.00,Rs 76.67
Fennel Leaf,2023-06-16,KG,Rs 100.00,Rs 110.00,Rs 105.00
Fenugreek Leaf,2023-06-16,KG,Rs 100.00,Rs 110.00,Rs 105.00
Fish Fresh(Bachuwa),2023-06-16,KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Chhadi),2023-06-16,KG,Rs 230.00,Rs 250.00,Rs 240.00
Fish Fresh(Mungari),2023-06-16,KG,Rs 320.00,Rs 340.00,Rs 330.00
Fish Fresh(Rahu),2023-06-16,KG,Rs 315.00,Rs 330.00,Rs 322.50
French Bean(Hybrid),2023-06-16,KG,Rs 40.00,Rs 50.00,Rs 45.00
French Bean(Local),2023-06-16,KG,Rs 30.00,Rs 40.00,Rs 35.00
French Bean(Rajma),2023-06-16,KG,Rs 60.00,Rs 70.00,Rs 65.00
Garlic Dry Chinese,2023-06-16,KG,Rs 220.00,Rs 230.00,Rs 225.00
Garlic Dry Nepali,2023-06-16,KG,Rs 160.00,Rs 180.00,Rs 170.00
Garlic Green,2023-06-16,KG,Rs 60.00,Rs 70.00,Rs 66.67
Ginger,2023-06-16,KG,Rs 300.00,Rs 320.00,Rs 310.00
Green Peas,2023-06-16,KG,Rs 140.00,Rs 160.00,Rs 150.00
Gundruk,2023-06-16,KG,Rs 250.00,Rs 300.00,Rs 275.00
Jack Fruit,2023-06-16,KG,Rs 30.00,Rs 40.00,Rs 35.00
Kiwi,2023-06-16,KG,Rs 500.00,Rs 600.00,Rs 550.00
Knolkhol,2023-06-16,KG,Rs 80.00,Rs 90.00,Rs 86.67
Lettuce,2023-06-16,KG,Rs 50.00,Rs 60.00,Rs 56.67
Lime,2023-06-16,KG,Rs 160.00,Rs 180.00,Rs 170.00
Litchi(Indian),2023-06-16,KG,Rs 250.00,Rs 300.00,Rs 275.00
Litchi(Local),2023-06-16,KG,Rs 120.00,Rs 150.00,Rs 135.00
Mandarin,2023-06-16,KG,Rs 200.00,Rs 220.00,Rs 210.00
Mango(Dushari),2023-06-16,KG,Rs 70.00,Rs 80.00,Rs 76.67
Mango(Maldah),2023-06-16,KG,Rs 70.00,Rs 80.00,Rs 76.67
Mint,2023-06-16,KG,Rs 120.00,Rs 150.00,Rs 135.00
Mushroom(Button),2023-06-16,KG,Rs 300.00,Rs 350.00,Rs 325.00
Mushroom(Kanya),2023-06-16,KG,Rs 140.00,Rs 160.00,Rs 150.00
Mustard Leaf,2023-06-16,KG,Rs 30.00,Rs 40.00,Rs 35.00
Neuro,2023-06-16,KG,Rs 70.00,Rs 80.00,Rs 75.00
Okara,2023-06-16,KG,Rs 50.00,Rs 60.00,Rs 55.00
Onion Green,2023-06-16,KG,Rs 90.00,Rs 100.00,Rs 96.67
Papaya(Indian),2023-06-16,KG,Rs 100.00,Rs 110.00,Rs 105.00
Parseley,2023-06-16,KG,Rs 220.00,Rs 250.00,Rs 235.00
Pineapple,2023-06-16,1 Pc,Rs 180.00,Rs 200.00,Rs 190.00
Pointed Gourd(Local),2023-06-16,KG,Rs 50.00,Rs 60.00,Rs 56.25
Pointed Gourd(Terai),2023-06-16,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pomegranate,2023-06-16,KG,Rs 380.00,Rs 400.00,Rs 390.00
Potato Red,2023-06-16,KG,Rs 40.00,Rs 45.00,Rs 42.50
Potato Red(Mude),2023-06-16,KG,Rs 38.00,Rs 40.00,Rs 39.00
Potato White,2023-06-16,KG,Rs 34.00,Rs 36.00,Rs 35.00
Pumpkin,2023-06-16,KG,Rs 30.00,Rs 35.00,Rs 32.50
Raddish Red,2023-06-16,KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Hybrid),2023-06-16,KG,Rs 12.00,Rs 16.00,Rs 14.20
Raddish White(Local),2023-06-16,KG,Rs 10.00,Rs 15.00,Rs 12.40
Red Cabbbage,2023-06-16,KG,Rs 50.00,Rs 60.00,Rs 56.67
Smooth Gourd,2023-06-16,KG,Rs 20.00,Rs 30.00,Rs 25.00
Snake Gourd,2023-06-16,KG,Rs 30.00,Rs 40.00,Rs 35.00
Soyabean Green,2023-06-16,KG,Rs 140.00,Rs 150.00,Rs 146.67
Spinach Leaf,2023-06-16,KG,Rs 100.00,Rs 110.00,Rs 105.00
Sponge Gourd,2023-06-16,KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Long),2023-06-16,KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),2023-06-16,KG,Rs 30.00,Rs 40.00,Rs 35.00
Sugarbeet,2023-06-16,KG,Rs 70.00,Rs 80.00,Rs 76.67
Sweet Orange,2023-06-16,KG,Rs 180.00,Rs 200.00,Rs 190.00
Sweet Potato,2023-06-16,KG,Rs 70.00,Rs 80.00,Rs 75.00
Sword Bean,2023-06-16,KG,Rs 140.00,Rs 150.00,Rs 145.00
Tamarind,2023-06-16,KG,Rs 130.00,Rs 140.00,Rs 136.67
Tofu,2023-06-16,KG,Rs 110.00,Rs 120.00,Rs 115.00
Tomato Big(Indian),2023-06-16,KG,Rs 50.00,Rs 60.00,Rs 56.67
Tomato Big(Nepali),2023-06-16,KG,Rs 30.00,Rs 40.00,Rs 35.00
Tomato Small(Local),2023-06-16,KG,Rs 5.00,Rs 8.00,Rs 5.80
Tomato Small(Tunnel),2023-06-16,KG,Rs 8.00,Rs 12.00,Rs 10.00
Turnip,2023-06-16,KG,Rs 70.00,Rs 80.00,Rs 76.67
Turnip A,2023-06-16,KG,Rs 70.00,Rs 80.00,Rs 76.67
Water Melon(Green),2023-06-16,KG,Rs 40.00,Rs 50.00,Rs 45.00
Apple(Fuji),2023-06-17,KG,Rs 300.00,Rs 320.00,Rs 313.33
Asparagus,2023-06-17,KG,Rs 250.00,Rs 300.00,Rs 283.33
Avocado,2023-06-17,KG,Rs 600.00,Rs 700.00,Rs 650.00
Bamboo Shoot,2023-06-17,KG,Rs 90.00,Rs 100.00,Rs 96.67
Banana,2023-06-17,Per Dozen,Rs 120.00,Rs 130.00,Rs 126.67
Bitter Gourd,2023-06-17,KG,Rs 30.00,Rs 40.00,Rs 35.00
Bottle Gourd,2023-06-17,KG,Rs 50.00,Rs 60.00,Rs 56.67
Brd Leaf Mustard,2023-06-17,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Long,2023-06-17,KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Round,2023-06-17,KG,Rs 50.00,Rs 60.00,Rs 56.67
Brocauli,2023-06-17,KG,Rs 70.00,Rs 80.00,Rs 76.67
Cabbage(Local),2023-06-17,KG,Rs 10.00,Rs 15.00,Rs 12.40
Capsicum,2023-06-17,KG,Rs 40.00,Rs 50.00,Rs 45.00
Carrot(Local),2023-06-17,KG,Rs 100.00,Rs 110.00,Rs 105.00
Cauli Local,2023-06-17,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cauli Local(Jyapu),2023-06-17,KG,Rs 50.00,Rs 60.00,Rs 56.67
Celery,2023-06-17,KG,Rs 100.00,Rs 120.00,Rs 110.00
Chilli Dry,2023-06-17,KG,Rs 450.00,Rs 480.00,Rs 465.00
Chilli Green,2023-06-17,KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Green(Akbare),2023-06-17,KG,Rs 180.00,Rs 200.00,Rs 190.00
Chilli Green(Bullet),2023-06-17,KG,Rs 50.00,Rs 60.00,Rs 56.67
Chilli Green(Machhe),2023-06-17,KG,Rs 30.00,Rs 40.00,Rs 36.67
Christophine,2023-06-17,KG,Rs 40.00,Rs 50.00,Rs 46.67
Clive Dry,2023-06-17,KG,Rs 130.00,Rs 140.00,Rs 135.00
Coriander Green,2023-06-17,KG,Rs 150.00,Rs 200.00,Rs 175.00
Cow pea(Long),2023-06-17,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cowpea(Short),2023-06-17,KG,Rs 40.00,Rs 50.00,Rs 46.67
Cress Leaf,2023-06-17,KG,Rs 100.00,Rs 110.00,Rs 106.67
Cucumber(Hybrid),2023-06-17,KG,Rs 30.00,Rs 35.00,Rs 33.33
Cucumber(Local),2023-06-17,KG,Rs 70.00,Rs 80.00,Rs 75.00
Drumstick,2023-06-17,KG,Rs 80.00,Rs 90.00,Rs 86.67
Fennel Leaf,2023-06-17,KG,Rs 100.00,Rs 110.00,Rs 105.00
Fenugreek Leaf,2023-06-17,KG,Rs 100.00,Rs 110.00,Rs 105.00
Fish Fresh(Bachuwa),2023-06-17,KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Chhadi),2023-06-17,KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Mungari),2023-06-17,KG,Rs 320.00,Rs 340.00,Rs 330.00
Fish Fresh(Rahu),2023-06-17,KG,Rs 310.00,Rs 330.00,Rs 320.00
French Bean(Hybrid),2023-06-17,KG,Rs 30.00,Rs 40.00,Rs 35.00
French Bean(Local),2023-06-17,KG,Rs 30.00,Rs 40.00,Rs 35.00
French Bean(Rajma),2023-06-17,KG,Rs 90.00,Rs 100.00,Rs 96.67
Garlic Dry Chinese,2023-06-17,KG,Rs 230.00,Rs 240.00,Rs 235.00
Garlic Dry Nepali,2023-06-17,KG,Rs 180.00,Rs 200.00,Rs 190.00
Garlic Green,2023-06-17,KG,Rs 70.00,Rs 80.00,Rs 75.00
Ginger,2023-06-17,KG,Rs 280.00,Rs 320.00,Rs 304.00
Green Peas,2023-06-17,KG,Rs 150.00,Rs 180.00,Rs 163.33
Gundruk,2023-06-17,KG,Rs 250.00,Rs 300.00,Rs 275.00
Jack Fruit,2023-06-17,KG,Rs 30.00,Rs 40.00,Rs 36.67
Kiwi,2023-06-17,KG,Rs 500.00,Rs 600.00,Rs 550.00
Lettuce,2023-06-17,KG,Rs 50.00,Rs 60.00,Rs 56.67
Lime,2023-06-17,KG,Rs 150.00,Rs 180.00,Rs 164.00
Litchi(Indian),2023-06-17,KG,Rs 250.00,Rs 300.00,Rs 275.00
Litchi(Local),2023-06-17,KG,Rs 120.00,Rs 150.00,Rs 135.00
Mandarin,2023-06-17,KG,Rs 200.00,Rs 220.00,Rs 210.00
Mango(Maldah),2023-06-17,KG,Rs 60.00,Rs 70.00,Rs 66.00
Mint,2023-06-17,KG,Rs 120.00,Rs 150.00,Rs 135.00
Mushroom(Button),2023-06-17,KG,Rs 280.00,Rs 320.00,Rs 300.00
Mushroom(Kanya),2023-06-17,KG,Rs 130.00,Rs 160.00,Rs 142.50
Mustard Leaf,2023-06-17,KG,Rs 20.00,Rs 30.00,Rs 25.00
Neuro,2023-06-17,KG,Rs 70.00,Rs 80.00,Rs 75.00
Okara,2023-06-17,KG,Rs 50.00,Rs 60.00,Rs 55.00
Onion Green,2023-06-17,KG,Rs 80.00,Rs 90.00,Rs 86.67
Papaya(Indian),2023-06-17,KG,Rs 90.00,Rs 100.00,Rs 96.67
Parseley,2023-06-17,KG,Rs 200.00,Rs 220.00,Rs 210.00
Pineapple,2023-06-17,1 Pc,Rs 180.00,Rs 200.00,Rs 190.00
Pointed Gourd(Local),2023-06-17,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),2023-06-17,KG,Rs 40.00,Rs 50.00,Rs 46.67
Pomegranate,2023-06-17,KG,Rs 380.00,Rs 400.00,Rs 390.00
Potato Red,2023-06-17,KG,Rs 40.00,Rs 45.00,Rs 42.50
Potato Red(Mude),2023-06-17,KG,Rs 38.00,Rs 40.00,Rs 39.33
Potato White,2023-06-17,KG,Rs 32.00,Rs 35.00,Rs 34.00
Pumpkin,2023-06-17,KG,Rs 30.00,Rs 35.00,Rs 32.50
Raddish Red,2023-06-17,KG,Rs 30.00,Rs 40.00,Rs 36.67
Raddish White(Hybrid),2023-06-17,KG,Rs 15.00,Rs 20.00,Rs 17.60
Raddish White(Local),2023-06-17,KG,Rs 10.00,Rs 15.00,Rs 12.50
Red Cabbbage,2023-06-17,KG,Rs 60.00,Rs 70.00,Rs 66.67
Smooth Gourd,2023-06-17,KG,Rs 30.00,Rs 40.00,Rs 35.00
Snake Gourd,2023-06-17,KG,Rs 30.00,Rs 40.00,Rs 36.67
Soyabean Green,2023-06-17,KG,Rs 140.00,Rs 150.00,Rs 146.67
Spinach Leaf,2023-06-17,KG,Rs 100.00,Rs 110.00,Rs 106.67
Sponge Gourd,2023-06-17,KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Long),2023-06-17,KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),2023-06-17,KG,Rs 30.00,Rs 40.00,Rs 36.67
Sugarbeet,2023-06-17,KG,Rs 70.00,Rs 80.00,Rs 76.67
Sweet Orange,2023-06-17,KG,Rs 180.00,Rs 200.00,Rs 190.00
Sweet Potato,2023-06-17,KG,Rs 80.00,Rs 90.00,Rs 85.00
Sword Bean,2023-06-17,KG,Rs 100.00,Rs 120.00,Rs 110.00
Tamarind,2023-06-17,KG,Rs 130.00,Rs 140.00,Rs 136.67
Tofu,2023-06-17,KG,Rs 110.00,Rs 120.00,Rs 116.67
Tomato Big(Indian),2023-06-17,KG,Rs 50.00,Rs 60.00,Rs 53.75
Tomato Small(Local),2023-06-17,KG,Rs 5.00,Rs 8.00,Rs 6.50
Tomato Small(Tunnel),2023-06-17,KG,Rs 8.00,Rs 13.00,Rs 10.60
Turnip,2023-06-17,KG,Rs 70.00,Rs 80.00,Rs 76.67
Turnip A,2023-06-17,KG,Rs 70.00,Rs 80.00,Rs 76.67
Water Melon(Green),2023-06-17,KG,Rs 40.00,Rs 50.00,Rs 45.00
Apple(Fuji),2023-06-18,KG,Rs 300.00,Rs 320.00,Rs 310.00
Asparagus,2023-06-18,KG,Rs 250.00,Rs 300.00,Rs 275.00
Avocado,2023-06-18,KG,Rs 600.00,Rs 700.00,Rs 650.00
Bamboo Shoot,2023-06-18,KG,Rs 90.00,Rs 100.00,Rs 95.00
Banana,2023-06-18,Per Dozen,Rs 120.00,Rs 130.00,Rs 125.00
Bitter Gourd,2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
Bottle Gourd,2023-06-18,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brd Leaf Mustard,2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Long,2023-06-18,KG,Rs 20.00,Rs 30.00,Rs 25.00
Brinjal Round,2023-06-18,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brocauli,2023-06-18,KG,Rs 70.00,Rs 80.00,Rs 75.00
Cabbage(Local),2023-06-18,KG,Rs 10.00,Rs 15.00,Rs 12.33
Capsicum,2023-06-18,KG,Rs 40.00,Rs 50.00,Rs 45.00
Carrot(Local),2023-06-18,KG,Rs 100.00,Rs 120.00,Rs 110.00
Cauli Local,2023-06-18,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cauli Local(Jyapu),2023-06-18,KG,Rs 50.00,Rs 60.00,Rs 55.00
Celery,2023-06-18,KG,Rs 100.00,Rs 120.00,Rs 110.00
Chilli Dry,2023-06-18,KG,Rs 450.00,Rs 480.00,Rs 465.00
Chilli Green,2023-06-18,KG,Rs 50.00,Rs 60.00,Rs 55.00
Chilli Green(Akbare),2023-06-18,KG,Rs 180.00,Rs 200.00,Rs 190.00
Chilli Green(Bullet),2023-06-18,KG,Rs 50.00,Rs 60.00,Rs 55.00
Chilli Green(Machhe),2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
Christophine,2023-06-18,KG,Rs 40.00,Rs 50.00,Rs 45.00
Clive Dry,2023-06-18,KG,Rs 120.00,Rs 140.00,Rs 130.00
Clive Green,2023-06-18,KG,Rs 90.00,Rs 100.00,Rs 95.00
Coriander Green,2023-06-18,KG,Rs 150.00,Rs 200.00,Rs 176.67
Cow pea(Long),2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cress Leaf,2023-06-18,KG,Rs 100.00,Rs 110.00,Rs 105.00
Cucumber(Hybrid),2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cucumber(Local),2023-06-18,KG,Rs 70.00,Rs 80.00,Rs 75.00
Drumstick,2023-06-18,KG,Rs 80.00,Rs 90.00,Rs 85.00
Fennel Leaf,2023-06-18,KG,Rs 100.00,Rs 110.00,Rs 105.00
Fenugreek Leaf,2023-06-18,KG,Rs 100.00,Rs 110.00,Rs 105.00
Fish Fresh(Bachuwa),2023-06-18,KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Chhadi),2023-06-18,KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Mungari),2023-06-18,KG,Rs 320.00,Rs 340.00,Rs 330.00
Fish Fresh(Rahu),2023-06-18,KG,Rs 310.00,Rs 330.00,Rs 320.00
French Bean(Hybrid),2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
French Bean(Local),2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
French Bean(Rajma),2023-06-18,KG,Rs 90.00,Rs 100.00,Rs 95.00
Garlic Dry Chinese,2023-06-18,KG,Rs 230.00,Rs 240.00,Rs 235.00
Garlic Dry Nepali,2023-06-18,KG,Rs 180.00,Rs 200.00,Rs 190.00
Garlic Green,2023-06-18,KG,Rs 70.00,Rs 80.00,Rs 75.00
Ginger,2023-06-18,KG,Rs 280.00,Rs 320.00,Rs 300.00
Green Peas,2023-06-18,KG,Rs 150.00,Rs 180.00,Rs 166.67
Gundruk,2023-06-18,KG,Rs 250.00,Rs 300.00,Rs 275.00
Jack Fruit,2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
Kiwi,2023-06-18,KG,Rs 500.00,Rs 600.00,Rs 550.00
Lettuce,2023-06-18,KG,Rs 50.00,Rs 60.00,Rs 55.00
Lime,2023-06-18,KG,Rs 150.00,Rs 180.00,Rs 166.67
Litchi(Indian),2023-06-18,KG,Rs 250.00,Rs 300.00,Rs 275.00
Litchi(Local),2023-06-18,KG,Rs 120.00,Rs 150.00,Rs 135.00
Mandarin,2023-06-18,KG,Rs 200.00,Rs 220.00,Rs 210.00
Mango(Maldah),2023-06-18,KG,Rs 60.00,Rs 70.00,Rs 65.00
Mint,2023-06-18,KG,Rs 120.00,Rs 150.00,Rs 135.00
Mushroom(Button),2023-06-18,KG,Rs 280.00,Rs 320.00,Rs 300.00
Mushroom(Kanya),2023-06-18,KG,Rs 160.00,Rs 180.00,Rs 170.00
Mustard Leaf,2023-06-18,KG,Rs 20.00,Rs 30.00,Rs 25.00
Okara,2023-06-18,KG,Rs 40.00,Rs 50.00,Rs 45.00
Onion Green,2023-06-18,KG,Rs 80.00,Rs 90.00,Rs 85.00
Papaya(Indian),2023-06-18,KG,Rs 90.00,Rs 100.00,Rs 95.00
Parseley,2023-06-18,KG,Rs 200.00,Rs 220.00,Rs 210.00
Pineapple,2023-06-18,1 Pc,Rs 180.00,Rs 200.00,Rs 190.00
Pointed Gourd(Local),2023-06-18,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),2023-06-18,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pomegranate,2023-06-18,KG,Rs 380.00,Rs 400.00,Rs 390.00
Potato Red,2023-06-18,KG,Rs 40.00,Rs 45.00,Rs 42.33
Potato Red(Mude),2023-06-18,KG,Rs 38.00,Rs 40.00,Rs 39.00
Potato White,2023-06-18,KG,Rs 32.00,Rs 35.00,Rs 33.33
Pumpkin,2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish Red,2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Hybrid),2023-06-18,KG,Rs 15.00,Rs 20.00,Rs 17.67
Raddish White(Local),2023-06-18,KG,Rs 10.00,Rs 15.00,Rs 12.33
Red Cabbbage,2023-06-18,KG,Rs 60.00,Rs 70.00,Rs 65.00
Smooth Gourd,2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
Snake Gourd,2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
Soyabean Green,2023-06-18,KG,Rs 130.00,Rs 140.00,Rs 135.00
Spinach Leaf,2023-06-18,KG,Rs 100.00,Rs 110.00,Rs 105.00
Sponge Gourd,2023-06-18,KG,Rs 40.00,Rs 50.00,Rs 45.00
Squash(Long),2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),2023-06-18,KG,Rs 30.00,Rs 40.00,Rs 35.00
Sugarbeet,2023-06-18,KG,Rs 70.00,Rs 80.00,Rs 75.00
Sweet Orange,2023-06-18,KG,Rs 180.00,Rs 200.00,Rs 190.00
Sweet Potato,2023-06-18,KG,Rs 80.00,Rs 90.00,Rs 85.00
Sword Bean,2023-06-18,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tamarind,2023-06-18,KG,Rs 130.00,Rs 140.00,Rs 135.00
Tofu,2023-06-18,KG,Rs 110.00,Rs 120.00,Rs 115.00
Tomato Big(Indian),2023-06-18,KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Small(Tunnel),2023-06-18,KG,Rs 6.00,Rs 10.00,Rs 8.00
Turnip,2023-06-18,KG,Rs 70.00,Rs 80.00,Rs 75.00
Turnip A,2023-06-18,KG,Rs 70.00,Rs 80.00,Rs 75.00
Water Melon(Green),2023-06-18,KG,Rs 40.00,Rs 50.00,Rs 45.00
Apple(Fuji),2023-06-19,KG,Rs 280.00,Rs 300.00,Rs 293.33
Asparagus,2023-06-19,KG,Rs 250.00,Rs 300.00,Rs 283.33
Avocado,2023-06-19,KG,Rs 600.00,Rs 700.00,Rs 650.00
Bakula,2023-06-19,KG,Rs 150.00,Rs 160.00,Rs 155.00
Bamboo Shoot,2023-06-19,KG,Rs 90.00,Rs 100.00,Rs 95.00
Banana,2023-06-19,Per Dozen,Rs 120.00,Rs 130.00,Rs 126.67
Bitter Gourd,2023-06-19,KG,Rs 30.00,Rs 40.00,Rs 34.00
Bottle Gourd,2023-06-19,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brd Leaf Mustard,2023-06-19,KG,Rs 30.00,Rs 40.00,Rs 36.67
Brinjal Long,2023-06-19,KG,Rs 30.00,Rs 35.00,Rs 32.50
Brinjal Round,2023-06-19,KG,Rs 50.00,Rs 60.00,Rs 56.67
Brocauli,2023-06-19,KG,Rs 70.00,Rs 80.00,Rs 75.00
Cabbage(Local),2023-06-19,KG,Rs 10.00,Rs 15.00,Rs 12.40
Capsicum,2023-06-19,KG,Rs 50.00,Rs 60.00,Rs 54.00
Carrot(Local),2023-06-19,KG,Rs 100.00,Rs 110.00,Rs 105.00
Cauli Local,2023-06-19,KG,Rs 70.00,Rs 80.00,Rs 75.00
Cauli Local(Jyapu),2023-06-19,KG,Rs 90.00,Rs 100.00,Rs 96.67
